preference,cost,co2,neg_pref_raw
199.35766165340064,27.402341207622314,74.24234120762232,-199.35766165340064
99.42385650994017,10.136144157631858,14.67614415763186,-99.42385650994017
130.01239442821068,15.79760710958916,40.087607109589165,-130.01239442821068
79.03486845271607,13.97513355,8.86513355,-79.03486845271607
217.03598933241076,33.10401371934705,79.26401371934706,-217.03598933241076
149.85298628587557,34.49701487045454,20.047014870454547,-149.85298628587557
114.76394513234864,22.926056775000003,14.636056775000002,-114.76394513234864
36.092145946186065,4.247853875000001,20.907853875,-36.092145946186065
63.71962806754557,7.030373458333333,23.280373458333333,-63.71962806754557
188.05569179779823,26.014309680396963,78.04430968039695,-188.05569179779823
61.05543462776896,7.604565658333334,19.544565658333333,-61.05543462776896
123.11526787553426,18.004734317916668,15.684734317916668,-123.11526787553426
74.55731329771481,15.242687763247865,8.142687763247864,-74.55731329771481
165.5584641850277,18.1215366375164,52.0415366375164,-165.5584641850277
31.495578550905353,4.8344221166666665,7.604422116666667,-31.495578550905353
207.4747292922705,29.92527286541763,55.42527286541763,-207.4747292922705
104.91210425734863,19.88789765,13.387897650000001,-104.91210425734863
97.49873863944079,19.101262981805558,12.401262981805557,-97.49873863944079
148.33541388741736,25.97458763846154,19.26458763846154,-148.33541388741736
110.84444597032335,11.205555555555556,42.75555555555556,-110.84444597032335
110.35639498887357,16.113605392596153,15.143605392596154,-110.35639498887357
217.03598933241076,33.10401371934705,79.26401371934706,-217.03598933241076
64.02525990290972,8.104741634890111,23.774741634890113,-64.02525990290972
97.3009443971605,14.899057605555559,12.399057605555557,-97.3009443971605
218.33133096750527,34.648671559731675,88.56867155973167,-218.33133096750527
125.75000138282776,18.830000000000002,23.849999999999998,-125.75000138282776
211.86098921758423,32.329013405020135,81.63901340502014,-211.86098921758423
128.29350043158433,15.146500820113213,34.10650082011321,-128.29350043158433
57.61666742960612,7.513333333333334,17.183333333333334,-57.61666742960612
142.0498352523245,23.280167322596157,28.750167322596155,-142.0498352523245
169.43758475234304,25.252416308619626,50.062416308619625,-169.43758475234304
106.20909021999634,15.580911401250004,14.090911401250004,-106.20909021999634
159.85499220021322,21.57500889651224,49.34500889651224,-159.85499220021322
149.53062397319894,21.569378220251988,45.06937822025199,-149.53062397319894
69.70933474856263,10.630666825,8.590666825,-69.70933474856263
