preference,cost,co2,neg_pref_raw
17.474900740827003,11.2750993426195,2.025099342619501,-17.474900740827003
120.6854979513977,32.4045017625,59.8145017625,-120.6854979513977
-0.8098481429494289,6.929848166791286,7.709848166791287,0.8098481429494289
23.649999916553497,4.95,22.75,-23.649999916553497
116.58644686981188,37.35355322555556,44.21355322555556,-116.58644686981188
117.84948180760341,24.800518740759323,86.55051874075934,-117.84948180760341
103.85104587640262,16.33895339642071,69.34895339642071,-103.85104587640262
116.68644228321257,20.143558694303607,81.6135586943036,-116.68644228321257
114.43878057311876,33.22122038055555,37.36122038055555,-114.43878057311876
116.58644686981188,37.35355322555556,44.21355322555556,-116.58644686981188
113.20716644541153,28.342834472499998,44.692834472499996,-113.20716644541153
114.4895733645251,30.50042606923077,51.11042606923076,-114.4895733645251
117.84948180760341,24.800518740759323,86.55051874075934,-117.84948180760341
21.47207159536743,8.8079285,3.7279285,-21.47207159536743
113.94359536588055,26.366403895021854,53.356403895021856,-113.94359536588055
84.09539430774251,13.614606836666667,28.10460683666667,-84.09539430774251
114.37631695476361,33.21368399891072,43.92368399891072,-114.37631695476361
113.85359733982907,28.876402660170942,44.04640266017094,-113.85359733982907
54.528572406087605,8.01142857142857,46.07142857142857,-54.528572406087605
80.69470062107585,21.125300523333333,16.505300523333332,-80.69470062107585
111.7518163462816,31.438184130555555,39.44818413055555,-111.7518163462816
96.54752311511916,17.46247740940171,50.55247740940172,-96.54752311511916
95.32997438367002,21.420026593846153,22.370026593846152,-95.32997438367002
66.91206102568061,9.387939796863476,34.08793979686348,-66.91206102568061
108.06293060786415,22.547068438461537,48.13706843846154,-108.06293060786415
13.518221285819372,6.791778791666667,12.781778791666667,-13.518221285819372
47.150700292685194,13.799300458333333,6.249300458333333,-47.150700292685194
40.177763843385684,13.872237289102562,5.422237289102563,-40.177763843385684
100.31221780739337,15.047782204527563,55.587782204527564,-100.31221780739337
34.7824917420341,5.7775083533333325,19.917508353333332,-34.7824917420341
108.47917893832496,24.95082087094017,39.62082087094017,-108.47917893832496
37.2524629704806,15.787537208333333,4.747537208333334,-37.2524629704806
74.07723824900772,14.082762633141026,24.022762633141024,-74.07723824900772
15.522517309265137,9.8574825,2.2774824999999996,-15.522517309265137
116.68644228321257,20.143558694303607,81.6135586943036,-116.68644228321257
50.38032969747355,8.269671160833331,13.119671160833333,-50.38032969747355
7.174255334826163,7.175744903592417,8.525744903592416,-7.174255334826163
87.46605641105822,12.803945305555557,35.83394530555557,-87.46605641105822
73.73268410410934,23.3973155025,14.2673155025,-73.73268410410934
109.78321333268818,17.01678605934445,64.11678605934445,-109.78321333268818
72.0210370383789,10.9189644875,25.0789644875,-72.0210370383789
90.94483478761317,18.985166261428567,20.25516626142857,-90.94483478761317
107.64444568422105,24.185555555555556,33.25555555555556,-107.64444568422105
79.86074118124634,11.699260440000002,27.639260439999997,-79.86074118124634
106.94832532935688,17.611674014992033,59.15167401499205,-106.94832532935688
108.65588854498338,16.434111085467823,61.64411108546783,-108.65588854498338
120.6854979513977,32.4045017625,59.8145017625,-120.6854979513977
106.10958026285354,18.270420976923077,28.390420976923075,-106.10958026285354
107.74444558885362,25.455555555555556,30.65555555555556,-107.74444558885362
88.55331368203275,15.226687843846154,21.346687843846155,-88.55331368203275
98.24444558885362,23.205555555555556,28.355555555555558,-98.24444558885362
109.6992959700901,25.34070364844017,48.30070364844017,-109.6992959700901
33.77372564350382,6.006274833333334,15.926274833333332,-33.77372564350382
101.43832533568091,15.631674437821438,58.06167443782144,-101.43832533568091
76.7709055123736,13.869094833333333,25.829094833333336,-76.7709055123736
23.649999916553497,4.95,22.75,-23.649999916553497
53.406650336773424,7.653350378482313,26.49335037848231,-53.406650336773424
64.27990588022486,20.180093583333335,11.620093583333334,-64.27990588022486
111.36920015183716,31.060800325000002,38.130800325,-111.36920015183716
94.03008987124633,16.15991175,32.06991175,-94.03008987124633
63.44774655602316,10.012254779120878,23.452254779120878,-63.44774655602316
25.973669848986674,9.296330961636494,10.126330961636494,-25.973669848986674
103.03103219455957,15.358967721993931,66.96896772199392,-103.03103219455957
